loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,stimulus.stopped,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,1944.4107236796553,j,20.690680963918567,0,1965.1240673337888,1966.1419233251218,1,1966.1419233251218,X,d,go,d,1,0.41526291563059203,,,,,,,,,,,,,,,,,,26,001,27,m,"75% Bildungswissenschaft, 25% Psychologie",2023-01-17_10h36.36.570,00_bat_bachelor,2022.2.4,59.93011788067668,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,1967.2565719968115,1968.257235754063,1,1968.257235754063,Y,l,go,l,1,0.31112090552051086,,,,,,,,,,,,,,,,,,26,001,27,m,"75% Bildungswissenschaft, 25% Psychologie",2023-01-17_10h36.36.570,00_bat_bachelor,2022.2.4,59.93011788067668,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,1969.2745351396152,1970.2754796240042,1,1970.2754796240042,X,d,go,d,1,0.4540464119781973,,,,,,,,,,,,,,,,,,26,001,27,m,"75% Bildungswissenschaft, 25% Psychologie",2023-01-17_10h36.36.570,00_bat_bachelor,2022.2.4,59.93011788067668,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,1971.44291566404,1972.443666209132,1,1972.443666209132,Y,l,go,l,1,0.36510924297908787,,,,,,,,,,,,,,,,,,26,001,27,m,"75% Bildungswissenschaft, 25% Psychologie",2023-01-17_10h36.36.570,00_bat_bachelor,2022.2.4,59.93011788067668,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,1973.5111522370134,1974.5118431457668,1,1974.5118431457668,X,d,go,d,1,0.37745929759694263,,,,,,,,,,,,,,,,,,26,001,27,m,"75% Bildungswissenschaft, 25% Psychologie",2023-01-17_10h36.36.570,00_bat_bachelor,2022.2.4,59.93011788067668,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,1975.5960758322035,1976.5966348622314,1,1976.5966348622314,Y,l,go,l,1,0.32429956579289865,,,,,,,,,,,,,,,,,,26,001,27,m,"75% Bildungswissenschaft, 25% Psychologie",2023-01-17_10h36.36.570,00_bat_bachelor,2022.2.4,59.93011788067668,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,1977.6309354516707,1978.6316971482738,1,1978.6316971482738,X,d,go,d,1,0.40023989262408577,,,,,,,,,,,,,,,,,,26,001,27,m,"75% Bildungswissenschaft, 25% Psychologie",2023-01-17_10h36.36.570,00_bat_bachelor,2022.2.4,59.93011788067668,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,1979.7325615842128,1980.7333097050578,1,1980.7333097050578,Y,l,go,l,1,0.23534009378636256,,,,,,,,,,,,,,,,,,26,001,27,m,"75% Bildungswissenschaft, 25% Psychologie",2023-01-17_10h36.36.570,00_bat_bachelor,2022.2.4,59.93011788067668,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,1981.6837359109195,1982.6848694861255,1,1982.6848694861255,Y,None,nogo,d,0,0.3324367739696754,,,,,,,,,,,,,,,,,,26,001,27,m,"75% Bildungswissenschaft, 25% Psychologie",2023-01-17_10h36.36.570,00_bat_bachelor,2022.2.4,59.93011788067668,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,1984.118833396933,1985.1198855176335,1,1985.1198855176335,X,d,go,d,1,0.48842409228382166,,,,,,,,,,,,,,,,,,26,001,27,m,"75% Bildungswissenschaft, 25% Psychologie",2023-01-17_10h36.36.570,00_bat_bachelor,2022.2.4,59.93011788067668,
